日期,收付手段,金额,收付类型,类型明细,备注,yyyymm
2022/12/5 09:07,广发卡,8.9,生活必要开支,伙食费,外卖-便利蜂,202212
2022/12/16 22:23,广发卡,10,生活必要开支,伙食费,外卖-北京艾瑞曼,202212
2022/12/22 20:00,广发卡,1.2,生活必要开支,交通通信费,充电,202212
2022/12/20 20:09,广发卡,1.5,生活必要开支,交通通信费,充电,202212
2022/12/18 19:27,电子钱包余额,2,生活必要开支,交通通信费,充电,202212
2022/12/15 01:25,广发卡,1.5,生活必要开支,交通通信费,充电,202212
2022/12/7 22:22,广发卡,1.5,生活必要开支,交通通信费,充电,202212
2022/12/4 21:05,广发卡,1,生活必要开支,交通通信费,充电,202212
2022/12/29 23:47,广发卡,19.9,文娱游购开支,日常购物费,床桌子,202212
2022/12/27 20:13,花呗,2.88,生活必要开支,伙食费,买菜,202212
2022/12/29 11:40,花呗,0.5,投资自身开支,教育费,办公打印,202212
2022/12/26 00:22,广发卡,30.9,投资自身开支,健身训练费,哑铃一对,202212
2022/12/25 18:55,花呗,9.14,生活必要开支,伙食费,买菜,202212
2022/12/29 19:58,广发卡,26.96,生活必要开支,伙食费,买菜,202212
2022/12/29 19:58,广发卡,7.2,生活必要开支,伙食费,买菜,202212
2022/12/22 19:13,花呗,36,生活必要开支,伙食费,外卖-敏敏                  ,202212
2022/12/24 19:46,花呗,21,生活必要开支,伙食费,外卖-老梁爆炒鸡烩面             ,202212
2022/12/30 09:57,广发卡,24,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202212
2022/12/29 10:51,广发卡,25.09,生活必要开支,伙食费,外卖-黄焖鸡·肉蟹煲外卖订单,202212
2022/12/28 10:44,广发卡,22,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202212
2022/12/27 10:47,花呗,23.09,生活必要开支,伙食费,外卖-无名缘肉沫米粉(诺德店)外卖订单,202212
2022/12/26 10:39,花呗,24.5,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202212
2022/12/23 10:47,花呗,24,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202212
2022/12/28 20:44,花呗,44,生活必要开支,伙食费,外卖-串串香                 ,202212
2022/12/30 09:07,广发卡,8.76,生活必要开支,伙食费,外卖-便利蜂购物,202212
2022/12/28 09:22,广发卡,3.5,生活必要开支,伙食费,外卖-便利蜂购物,202212
2022/12/29 09:04,广发卡,7.66,生活必要开支,伙食费,外卖-便利蜂购物,202212
2022/12/27 09:08,广发卡,9.37,生活必要开支,伙食费,外卖-便利蜂购物,202212
2022/12/27 09:02,广发卡,7.42,生活必要开支,伙食费,外卖-便利蜂购物,202212
2022/12/24 23:34,花呗,14,生活必要开支,伙食费,外卖-牛肉板面,202212
2022/12/29 22:31,花呗,89.01,生活必要开支,必要着装费,混搭商店日系cityboy复古条纹圆领卫衣男潮牌宽松百搭休闲长袖tee,202212
2022/12/29 22:31,花呗,256.51,生活必要开支,必要着装费,BDLSCityBoy日系户外机能工装马甲男秋季新款宽松休闲纯色外套等多件,202212
2022/12/29 22:31,花呗,194,生活必要开支,必要着装费,LiiiStore2022秋款日系复古拼色麂皮绒领宽松oversize夹克外套男,202212
2022/12/23 00:00,广发卡,37.6,生活必要开支,伙食费,买菜,202212
2022/12/24 00:00,广发卡,28,文娱游购开支,饮食游乐费,看电影-阿凡达,202212
2022/12/24 00:00,广发卡,5,文娱游购开支,饮食游乐费,买饮料,202212
2022/12/25 00:00,广发卡,22,生活必要开支,伙食费,外卖-牛肉拉面,202212
2022/12/25 00:00,广发卡,2,生活必要开支,交通通信费,充电,202212
2022/12/26 00:00,广发卡,9.8,生活必要开支,伙食费,外卖-早餐,202212
2022/12/27 00:00,广发卡,1.5,生活必要开支,交通通信费,充电,202212
2022/12/28 00:00,电子钱包余额,66.6,其他收入,其他收入,生日wxb发红包,202212
2022/12/29 00:00,广发卡,1.5,生活必要开支,交通通信费,充电,202212
2022/12/30 00:00,账务处理,-300,生活必要开支,伙食费,12月平账,202212
2022/12/30 00:00,账务处理,-540,生活必要开支,必要着装费,12月平账,202212
2022/12/31 00:00,账务处理,467.47,资产类支出,个人账户,养老账户-年度结息,202212
2022/12/31 00:00,账务处理,467.47,工作收入,社保,养老账户-年度结息,202212
2022/12/31 00:00,账务处理,44.56,资产类支出,个人账户,养老账户-尾差调整,202212
2022/12/31 00:00,账务处理,44.56,工作收入,社保,养老账户-尾差调整,202212
2022/12/31 00:00,账务处理,2.41,资产类支出,其他资产类支出,华为magicbook分期摊销(202207-202212)尾差,202212
2023/1/1 00:00,账务处理,1882.72,负债类增记,账单补记,上月广发卡账单补记,202301
2023/1/1 00:00,账务处理,603,负债类增记,账单补记,上月招商卡账单补记,202301
2023/1/1 00:00,账务处理,0,负债类增记,账单补记,上月平安卡账单补记,202301
2023/1/1 00:00,账务处理,3993.143333,负债类增记,账单补记,上月花呗账单补记,202301
2023/1/9 00:00,电子钱包余额,180.35,负债类减记,账单还款,平安卡本期账单还款,202301
2023/1/9 00:00,电子钱包余额,588.81,负债类减记,账单还款,招商卡本期账单还款,202301
2023/1/9 00:00,电子钱包余额,888.14,负债类减记,账单还款,花呗本期账单还款,202301
2023/1/9 00:00,电子钱包余额,588,负债类减记,账单还款,广发卡本期账单还款,202301
2023/1/19 00:00,电子钱包余额,2496.21,负债类减记,银行借款还款,南京银行贷款-本期还款(202204-->202403),202301
2023/1/1 00:00,花呗,2150,资产类支出,长期待摊费用,本期预付房租,202301
2023/1/9 00:00,电子钱包余额,187.5,资产类支出,专项储蓄,帮老爸交养老保险,202301
2023/1/26 00:00,账务处理,187.5,其他必要开支,父母亲人赡养费,帮老爸交养老保险,202301
2023/1/1 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/5 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/8 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/12 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/15 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/19 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/22 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/26 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/31 00:00,账务处理,72.00421625,财务费用开支,金融利息支出,本月利息支出,202301
2023/1/1 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/5 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/8 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/12 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/15 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/19 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/22 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/26 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/31 00:00,账务处理,233.3333333,生活必要开支,房租费,本月房租摊销2100元,202301
2023/1/12 00:00,账务处理,50,生活必要开支,交通通信费,网费,202301
2023/1/1 00:00,账务处理,-2150,资产类支出,长期待摊费用,预付房租-瑞海5区-计提本月房租开销,202301
2023/1/22 00:00,花呗,15,文娱游购开支,日常购物费,订阅-APPLE MUSIC,202301
2023/1/22 00:00,花呗,98.27,其他必要开支,父母亲人赡养费,帮老妈买好医保长期医疗,202301
2023/1/19 00:00,花呗,14.6,其他必要开支,保险费,订阅-人保重疾险-20y-10w,202301
2023/1/22 00:00,花呗,14.95,其他必要开支,保险费,好医保长期医疗,202301
2023/1/8 00:00,账务处理,656,工作收入,公积金,公积金,202301
2023/1/8 00:00,账务处理,524.56,工作收入,社保,养老账户,202301
2023/1/8 00:00,账务处理,131.14,工作收入,社保,医保账户,202301
2023/1/8 00:00,账务处理,656,资产类支出,个人账户,公积金,202301
2023/1/8 00:00,账务处理,524.56,资产类支出,个人账户,养老账户,202301
2023/1/8 00:00,账务处理,131.14,资产类支出,个人账户,医保账户,202301
2023/1/12 00:00,账务处理,158.2916667,文娱游购开支,大件购置费,iPad本期入账16/24 202110-->202309,202301
2023/1/12 00:00,账务处理,-158.2916667,资产类支出,长期待摊费用,iPad分期入账16/24 202110-->202309,202301
2023/1/30 00:00,账务处理,0,资产类支出,应收账款,本月应发到手工资,202301
2023/2/5 00:00,账务处理,8500,工作收入,到手工资,到手工资,202301
2023/2/5 00:00,账务处理,-1079.49,工作收入,到手工资,社保扣款,202301
2023/2/5 00:00,账务处理,-72.62,工作收入,到手工资,个税扣款,202301
2023/2/5 00:00,账务处理,-150,工作收入,到手工资,2022年年终奖个税扣款,202301
2023/1/19 00:00,账务处理,113.2916667,文娱游购开支,大件购置费,Apple Watch Series 7 分期摊销 (202210-202409),202301
2023/1/19 00:00,账务处理,-113.2916667,资产类支出,其他资产类支出,Apple Watch Series 7 分期摊销 (202210-202409),202301
2023/1/8 00:00,账务处理,-20.25,资产类支出,长期待摊费用,百度网盘年费会员(202210-202309),202301
2023/1/8 00:00,账务处理,20.25,投资自身开支,教育费,订阅-百度网盘会员CPA,202301
2023/1/26 00:00,账务处理,416.6666667,其他必要开支,人情费,杜洪鑫借款坏账损失1/12(202301-->202312),202301
2023/1/26 00:00,账务处理,-416.6666667,资产类支出,应收账款,杜洪鑫借款坏账损失,202301
2023/1/15 00:00,广发卡,1163,生活必要开支,交通通信费,回家往返车票,202301
2023/1/22 00:00,电子钱包余额,200,其他必要开支,人情费,给奶奶过年红包,202301
2023/1/22 00:00,电子钱包余额,500,其他必要开支,人情费,给爷爷过年红包,202301
2023/1/22 00:00,电子钱包余额,100,其他必要开支,人情费,给海彪过年红包,202301
2023/1/22 00:00,电子钱包余额,100,其他必要开支,人情费,给熠彤过年红包,202301
2023/1/22 00:00,电子钱包余额,200,其他必要开支,人情费,给老妈过年红包,202301
2022/12/30 00:00,账务处理,300,生活必要开支,伙食费,12月平账,202301
2022/12/30 00:00,账务处理,200,生活必要开支,必要着装费,12月平账,202301
2023/1/7 00:00,电子钱包余额,0,资产类支出,应收账款,12月工资到账,202301
2022/12/31 00:00,广发卡,22,生活必要开支,伙食费,外卖,202301
2022/12/31 00:00,广发卡,12.1,生活必要开支,伙食费,买菜,202301
2022/12/31 00:00,广发卡,16.71,生活必要开支,其他必要家用,抽纸,202301
2023/1/2 13:43,广发卡,214,文娱游购开支,饮食游乐费,跟苏杰吃羊杂煲-细园私家厨房·炭炉炖肉煲（丰台万达店）,202301
2023/1/2 12:24,花呗,38,文娱游购开支,饮食游乐费,请苏杰喝水果茶,202301
2023/1/6 12:14,花呗,112.97,其他必要开支,父母亲人赡养费,帮爷爷买纸尿布鸿福祥成人纸尿裤老人用尿不湿女非拉拉裤老年人男士专用成人尿裤,202301
2023/1/5 20:23,广发卡,20,文娱游购开支,日常购物费,京鑫便利店,202301
2023/1/5 16:48,广发卡,9.28,文娱游购开支,日常购物费,便利蜂购物,202301
2023/1/9 22:11,花呗,59,文娱游购开支,日常购物费,hp/惠普无线鼠标蓝牙静音笔记本电脑办公双模适用ipad平板mac苹果,202301
2023/1/5 14:04,广发卡,33.66,文娱游购开支,日常购物费,双肩包,202301
2023/1/4 13:35,广发卡,17.6,文娱游购开支,日常购物费,电脑包,202301
2023/1/4 16:06,广发卡,37.62,文娱游购开支,日常购物费,hiv测试纸,202301
2023/1/11 22:14,广发卡,16.9,生活必要开支,其他必要家用,湿厕纸,202301
2023/1/1 09:52,电子钱包余额,0.67,其他收入,其他收入,红包,202301
2023/1/4 13:36,广发卡,19.8,生活必要开支,其他必要家用,湿纸巾,202301
2023/1/9 18:55,花呗,1,投资自身开支,教育费,报销单打印,202301
2023/1/8 00:43,广发卡,43.62,文娱游购开支,饮食游乐费,打车去大料哥哥家,202301
2023/1/10 21:57,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/5 21:00,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/3 20:15,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/1 22:31,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/4 07:32,广发卡,50,生活必要开支,交通通信费,话费,202301
2023/1/5 20:49,广发卡,22,生活必要开支,伙食费,外卖-中国兰州牛肉拉面,202301
2023/1/1 20:44,广发卡,20.43,生活必要开支,伙食费,外卖-中国兰州牛肉拉面,202301
2023/1/2 19:20,广发卡,58.5,生活必要开支,伙食费,买菜-正大优鲜（西红门店）,202301
2023/1/11 20:12,广发卡,2.8,生活必要开支,伙食费,买菜-正大优鲜,202301
2023/1/6 20:15,广发卡,5.91,生活必要开支,伙食费,买菜-正大优鲜,202301
2023/1/1 20:47,广发卡,15,生活必要开支,伙食费,外卖-永顺炸鸡,202301
2023/1/10 20:21,广发卡,15.7,生活必要开支,伙食费,外卖-永顺炸鸡,202301
2023/1/7 09:01,广发卡,47.7,生活必要开支,伙食费,买菜-首联优鲜理想城店,202301
2023/1/10 20:15,广发卡,34.1,生活必要开支,伙食费,买菜-首联优鲜理想城店,202301
2023/1/3 20:06,广发卡,25.2,生活必要开支,伙食费,买菜-首联优鲜理想城店,202301
2023/1/12 11:14,广发卡,23.8,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/11 10:42,广发卡,23,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/10 10:30,广发卡,25.6,生活必要开支,伙食费,外卖-湘味小酌木桶饭(三环新城店)外卖订单,202301
2023/1/10 06:11,广发卡,28,生活必要开支,伙食费,外卖-饿了么超级吃货卡,202301
2023/1/9 10:44,广发卡,20.5,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/8 17:15,广发卡,33.09,生活必要开支,伙食费,外卖-山姆叔叔的烤鸡·鲜烤全鸡·烤串(第1号档口寻味美食城)外卖订单,202301
2023/1/6 19:54,广发卡,23.59,生活必要开支,伙食费,外卖-融柳大铁牛螺蛳粉(第1号档口天外天美食城)外卖订单,202301
2023/1/6 10:53,广发卡,23.8,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/5 10:27,广发卡,20,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/4 10:50,广发卡,24.5,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/9 19:39,花呗,24.68,生活必要开支,伙食费,外卖-花小小新疆炒米粉(西红门店)外卖订单,202301
2023/1/9 10:42,广发卡,38.48,其他必要开支,医疗费,秋梨润肺膏,202301
2023/1/1 14:12,广发卡,5.65,生活必要开支,伙食费,外卖-便利蜂,202301
2023/1/5 09:09,广发卡,9.55,生活必要开支,伙食费,外卖-便利蜂购物,202301
2023/1/4 09:11,广发卡,9.39,生活必要开支,伙食费,外卖-便利蜂购物,202301
2023/1/3 12:23,广发卡,27.72,生活必要开支,伙食费,外卖-便利蜂购物,202301
2023/1/6 09:10,广发卡,50,生活必要开支,伙食费,外卖-便利蜂购物-早餐,202301
2023/1/8 10:09,招商卡,388.73,生活必要开支,必要着装费,【年货价】New Balance NB官方正品男鞋女鞋XC72系列秋冬运动休闲鞋UXC72RG,202301
2023/1/8 00:00,账务处理,-388,生活必要开支,必要着装费,新鞋分期入账,202301
2023/1/16 00:00,电子钱包余额,0,资产类支出,应收账款,应付加班餐费到账,202301
2023/1/16 00:00,电子钱包余额,600,资产类支出,金融资产投资,指数基金-天弘沪深300-439.06,202301
2023/1/17 00:00,电子钱包余额,550,资产类支出,金融资产投资,指数基金-天弘沪深300-402.47,202301
2023/1/20 00:00,电子钱包余额,0,资产类支出,应收账款,2022年年终奖到账,202301
2023/1/27 22:19,广发卡,79,生活必要开支,交通通信费,柳州-南宁高铁,202301
2023/1/28 23:33,电子钱包余额,-100,其他必要开支,人情费,收到红包moyanl琳琳。13558127377,202301
2023/1/25 23:58,广发卡,79,生活必要开支,交通通信费,柳州-南宁高铁,202301
2023/1/15 11:58,花呗,23.08,生活必要开支,伙食费,外卖-外婆屯卤肉饭(第四档口昱川美食城)外卖订单,202301
2023/1/12 18:39,花呗,21.78,生活必要开支,伙食费,外卖-花小小新疆炒米粉(西红门店)外卖订单,202301
2023/1/25 00:21,花呗,22,生活必要开支,伙食费,外卖-螺蛳粉,202301
2023/1/20 01:31,花呗,2.5,生活必要开支,伙食费,外卖-肥旭小吃店,202301
2023/1/20 01:30,花呗,46,生活必要开支,伙食费,外卖-肥旭小吃店,202301
2023/1/20 00:48,花呗,19,生活必要开支,伙食费,外卖-广乐螺蛳粉,202301
2023/1/18 18:03,广发卡,24.1,生活必要开支,伙食费,外卖-徐鲜记·热卤肘子饭(第一档口本味美食城)外卖订单,202301
2023/1/17 20:13,广发卡,22,生活必要开支,伙食费,外卖-中国兰州牛肉拉面,202301
2023/1/13 18:50,广发卡,22,生活必要开支,伙食费,外卖-中国兰州牛肉拉面,202301
2023/1/16 10:55,广发卡,23.8,生活必要开支,伙食费,外卖-港滋味港式烧腊饭(科技园店)外卖订单,202301
2023/1/17 19:45,广发卡,9.8,生活必要开支,伙食费,外卖-永顺炸鸡,202301
2023/1/14 21:20,广发卡,23.6,生活必要开支,伙食费,外卖-徐鲜记·热卤肘子饭(第一档口本味美食城)外卖订单,202301
2023/1/27 19:42,广发卡,6,生活必要开支,伙食费,外卖-酒店买水,202301
2023/1/13 10:50,广发卡,21.3,生活必要开支,伙食费,外卖-极味肥牛饭·炸鸡饭(南四环店)外卖订单,202301
2023/1/25 10:54,电子钱包余额,24.31,生活必要开支,交通通信费,充电,202301
2023/1/14 23:48,广发卡,82,其他必要开支,人情费,林梦华过生日两杯星巴克,202301
2023/1/13 11:36,广发卡,40,文娱游购开支,日常购物费,华为Matebook14贴膜防窥膜,202301
2023/1/28 13:03,电子钱包余额,23,生活必要开支,伙食费,外卖-喜洋洋遵义羊肉粉,202301
2023/1/21 10:56,电子钱包余额,70,生活必要开支,伙食费,买菜-两个猪蹄,202301
2023/1/26 16:20,广发卡,192,文娱游购开支,饮食游乐费,跟表表吃牛杂火锅,202301
2023/1/16 20:18,广发卡,69.8,生活必要开支,伙食费,买菜,202301
2023/1/15 19:36,广发卡,44.9,生活必要开支,伙食费,买菜,202301
2023/1/16 09:09,广发卡,50,其他必要开支,父母亲人赡养费,帮老爸充话费,202301
2023/1/28 20:20,电子钱包余额,51.15,生活必要开支,其他必要家用,11月至1月水费,202301
2023/1/21 10:59,电子钱包余额,36,生活必要开支,伙食费,买菜,202301
2023/1/21 11:00,电子钱包余额,12,生活必要开支,伙食费,买菜,202301
2023/1/25 19:30,电子钱包余额,3,文娱游购开支,饮食游乐费,借充电宝,202301
2023/1/20 11:31,电子钱包余额,65,生活必要开支,其他必要家用,买各种日用品,202301
2023/1/22 11:45,电子钱包余额,40,其他必要开支,人情费,20元红包,202301
2023/1/27 10:28,电子钱包余额,1.8,生活必要开支,交通通信费,南宁公交,202301
2023/1/28 09:34,电子钱包余额,47,生活必要开支,伙食费,外卖-舒记老友粉,202301
2023/1/27 11:07,电子钱包余额,24.5,生活必要开支,伙食费,外卖-舒记老友粉-跟黄福林一起吃,202301
2023/1/21 10:53,电子钱包余额,5,生活必要开支,伙食费,买菜,202301
2023/1/21 10:53,电子钱包余额,3.5,生活必要开支,伙食费,买菜,202301
2023/1/21 21:06,电子钱包余额,-21.78,其他必要开支,人情费,收到红包张志鹏,202301
2023/1/25 02:34,广发卡,197.24,文娱游购开支,饮食游乐费,在来宾开房开支,202301
2023/1/27 11:57,广发卡,179,文娱游购开支,饮食游乐费,南宁开房开支-跟黄福林,202301
2023/1/28 12:04,广发卡,69.8,文娱游购开支,饮食游乐费,跟老哥看流浪地球2,202301
2023/1/19 19:50,广发卡,69,文娱游购开支,饮食游乐费,跟汪汪开房,202301
2023/1/17 19:12,广发卡,28,生活必要开支,伙食费,外卖-美团平台商户,202301
2023/1/21 21:10,电子钱包余额,-21.26,其他必要开支,人情费,自己领群红包,202301
2023/1/27 10:42,电子钱包余额,5.6,生活必要开支,交通通信费,美团共享电动车,202301
2023/1/21 11:05,电子钱包余额,13.5,生活必要开支,伙食费,买菜,202301
2023/1/22 14:26,电子钱包余额,-19.04,其他必要开支,人情费,收到红包WWｏ,202301
2023/1/26 23:09,电子钱包余额,20,文娱游购开支,日常购物费,众筹买小星的片子,202301
2023/1/29 09:26,广发卡,3,生活必要开支,伙食费,外卖-买水,202301
2023/1/29 00:36,广发卡,37,生活必要开支,伙食费,外卖-柳州市鱼峰区顾家螺蛳粉店,202301
2023/1/20 11:16,广发卡,45,文娱游购开支,日常购物费,5个抗原,202301
2023/1/21 11:01,电子钱包余额,40,生活必要开支,伙食费,买菜-豆腐,202301
2023/1/21 22:28,电子钱包余额,-13.14,其他必要开支,人情费,收到红包浪～明,202301
2023/1/22 09:41,电子钱包余额,-11.47,其他必要开支,人情费,收到红包张新Q,202301
2023/1/26 23:43,电子钱包余额,-10,文娱游购开支,日常购物费,跟小潘胖众筹买小星的片子,202301
2023/1/22 12:32,电子钱包余额,-9.99,其他必要开支,人情费,收到红包梧sir,202301
2023/1/13 18:57,广发卡,5,生活必要开支,伙食费,外卖-京鑫便利店,202301
2023/1/21 23:08,电子钱包余额,-8.88,其他必要开支,人情费,收到红包王鍳,202301
2023/1/21 22:05,电子钱包余额,-8.88,其他必要开支,人情费,收到红包处方药有猫病,202301
2023/1/21 21:28,电子钱包余额,-8.77,其他必要开支,人情费,收到红包你有freestyle吗?,202301
2023/1/22 00:33,电子钱包余额,-7.63,其他必要开支,人情费,收到红包美业玉婷~实体店,202301
2023/1/22 00:50,电子钱包余额,-6.66,其他必要开支,人情费,收到红包海豚,202301
2023/1/21 21:10,电子钱包余额,-6.37,其他必要开支,人情费,自己领群红包,202301
2023/1/21 22:22,电子钱包余额,6.66,其他必要开支,人情费,新年红包发给陈梓航,202301
2023/1/21 21:48,电子钱包余额,-5.2,其他必要开支,人情费,收到红包大料,202301
2023/1/21 22:04,电子钱包余额,6.66,其他必要开支,人情费,新年红包发给处方药有猫病,202301
2023/1/21 22:02,电子钱包余额,9.99,其他必要开支,人情费,新年红包发给浪浪,202301
2023/1/21 22:01,电子钱包余额,2.88,其他必要开支,人情费,新年红包发给周帆,202301
2023/1/21 21:15,电子钱包余额,-4.6,其他必要开支,人情费,自己领群红包,202301
2023/1/21 21:59,电子钱包余额,6.66,其他必要开支,人情费,新年红包发给卓筱婷,202301
2023/1/21 21:58,电子钱包余额,9.99,其他必要开支,人情费,新年红包发给无衣鸡,202301
2023/1/21 21:54,电子钱包余额,8.88,其他必要开支,人情费,新年红包发给孙平平,202301
2023/1/21 21:52,电子钱包余额,8.88,其他必要开支,人情费,新年红包发给林梦华,202301
2023/1/21 21:08,电子钱包余额,-4.22,其他必要开支,人情费,收到红包moyanl琳琳。13558127377,202301
2023/1/21 21:47,电子钱包余额,6.66,其他必要开支,人情费,新年红包发给宣宣大可爱,202301
2023/1/21 21:46,电子钱包余额,9.99,其他必要开支,人情费,新年红包发给马迎港,202301
2023/1/21 21:46,电子钱包余额,8.88,其他必要开支,人情费,新年红包发给刘承昊,202301
2023/1/21 21:45,电子钱包余额,8.88,其他必要开支,人情费,新年红包发给大料,202301
2023/1/21 21:32,电子钱包余额,-3.98,其他必要开支,人情费,自己领群红包,202301
2023/1/21 21:31,电子钱包余额,31.92,其他必要开支,人情费,群红包,202301
2023/1/21 21:12,电子钱包余额,-3.86,其他必要开支,人情费,自己领群红包,202301
2023/1/21 21:08,电子钱包余额,-2.91,其他必要开支,人情费,收到红包西伯利亚的狼~,202301
2023/1/21 21:14,电子钱包余额,52.87,其他必要开支,人情费,群红包,202301
2023/1/22 02:17,电子钱包余额,-1.78,其他必要开支,人情费,收到红包支付宝五福的红包,202301
2023/1/21 21:11,电子钱包余额,38.5,其他必要开支,人情费,群红包,202301
2023/1/22 00:43,电子钱包余额,-1.66,其他必要开支,人情费,收到红包🌅🐲日w日🐲🌅,202301
2023/1/21 21:10,电子钱包余额,40.83,其他必要开支,人情费,群红包,202301
2023/1/21 21:08,电子钱包余额,-1.65,其他必要开支,人情费,收到红包怀旧公子,202301
2023/1/21 22:00,电子钱包余额,-1.2,其他必要开支,人情费,收到红包志当存高远,202301
2023/1/21 21:09,电子钱包余额,25.77,其他必要开支,人情费,群红包,202301
2023/1/21 21:09,电子钱包余额,24.07,其他必要开支,人情费,群红包,202301
2023/1/21 21:10,电子钱包余额,-0.8,其他必要开支,人情费,自己领群红包,202301
2023/1/22 13:31,电子钱包余额,-0.2,其他必要开支,人情费,收到红包_,202301
2023/1/27 14:23,电子钱包余额,-0.03,其他必要开支,人情费,收到红包🔆Rocky_,202301
2023/1/18 10:56,广发卡,3,投资自身开支,图书费,《他改变了中国：江泽民传》,202301
2023/1/20 21:48,花呗,49,生活必要开支,交通通信费,柳南段-广西小平阳通行费,202301
2023/1/27 18:49,广发卡,33,文娱游购开支,饮食游乐费,跟黄福林吃越南水果捞,202301
2023/1/21 10:46,电子钱包余额,220,生活必要开支,伙食费,买菜-羊腿肉（55一斤）,202301
2023/1/14 13:07,广发卡,24.9,生活必要开支,伙食费,外卖-聚鲜麻辣香锅,202301
2023/1/28 20:51,花呗,9.9,生活必要开支,伙食费,皮蛋剁椒酱,202301
2023/1/27 07:36,电子钱包余额,14.5,生活必要开支,交通通信费,打车,202301
2023/1/26 00:00,电子钱包余额,12,生活必要开支,交通通信费,打车,202301
2023/1/25 19:26,电子钱包余额,8,生活必要开支,交通通信费,打车,202301
2023/1/25 17:39,电子钱包余额,7.9,生活必要开支,交通通信费,打车,202301
2023/1/19 21:23,广发卡,159,其他必要开支,父母亲人赡养费,给老爸买了一双鞋,202301
2023/1/15 15:37,电子钱包余额,-4,生活必要开支,伙食费,外卖,202301
2023/1/18 12:59,广发卡,15.62,生活必要开支,伙食费,外卖-早餐,202301
2023/1/17 11:45,广发卡,21.71,生活必要开支,伙食费,外卖-早餐,202301
2023/1/16 09:04,广发卡,9.51,生活必要开支,伙食费,外卖-早餐,202301
2023/1/17 09:06,广发卡,6.29,生活必要开支,伙食费,外卖-早餐,202301
2023/1/18 09:07,广发卡,4,生活必要开支,伙食费,外卖-早餐,202301
2023/1/17 23:39,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/17 20:22,广发卡,1,生活必要开支,交通通信费,充电,202301
2023/1/15 19:43,广发卡,1.5,生活必要开支,交通通信费,充电,202301
2023/1/13 19:02,广发卡,1,生活必要开支,交通通信费,充电,202301
2023/1/12 18:36,广发卡,1,生活必要开支,交通通信费,充电,202301
2023/1/28 10:27,花呗,3,生活必要开支,交通通信费,南宁地铁-乘车(埌西站-火车东站),202301
2023/1/27 09:47,花呗,3,生活必要开支,交通通信费,南宁地铁-乘车(火车东站-东盟商务区),202301
2023/1/28 23:49,电子钱包余额,2,生活必要开支,交通通信费,停车费,202301
2023/1/15 22:25,广发卡,19,文娱游购开支,日常购物费,腾讯视频会员,202301
2023/1/22 13:26,电子钱包余额,-0.01,其他必要开支,人情费,收到红包嘎木薯的薯片,202301
2023/1/31 00:00,电子钱包余额,1.44,理财收入,货币理财收入,货币基金收入,202301
2023/5/17 00:00,账务处理,10625.28455,资产类支出,现金储蓄,尾差调整,202301
